store,item_dept,date_id,daily_sales_qty,day_of_week,day_of_month,month,year,is_weekend,is_holiday,rolling_avg_7d,rolling_avg_14d,rolling_avg_30d,cumulative_sales,lag_1d,lag_7d,lag_14d,profile,size
ABC,Beverages,2022-01-01,1135.0,5,1,1,2022,1,1,1135.0,1135.0,1135.0,1135.0,0.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-01,2113.54,5,1,1,2022,1,1,2113.54,2113.54,2113.54,2113.54,0.0,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-01,717.0,5,1,1,2022,1,1,717.0,717.0,717.0,717.0,0.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-01,894.0,5,1,1,2022,1,1,894.0,894.0,894.0,894.0,0.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-01,3019.884,5,1,1,2022,1,1,3019.884,3019.884,3019.884,3019.884,0.0,0.0,0.0,High,Large
XYZ,Household,2022-01-01,852.0,5,1,1,2022,1,1,852.0,852.0,852.0,852.0,0.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-10,1066.0,0,10,1,2022,0,0,1100.5,1100.5,1100.5,2201.0,1135.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-10,2211.609,0,10,1,2022,0,0,2162.5744999999997,2162.5744999999997,2162.5744999999997,4325.148999999999,2113.54,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-10,1144.0,0,10,1,2022,0,0,930.5,930.5,930.5,1861.0,717.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-10,903.0,0,10,1,2022,0,0,898.5,898.5,898.5,1797.0,894.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-10,3086.55,0,10,1,2022,0,0,3053.217,3053.217,3053.217,6106.434,3019.884,0.0,0.0,High,Large
XYZ,Household,2022-01-10,1056.0,0,10,1,2022,0,0,954.0,954.0,954.0,1908.0,852.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-11,1350.0,1,11,1,2022,0,0,1183.6666666666667,1183.6666666666667,1183.6666666666667,3551.0,1066.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-11,2862.708,1,11,1,2022,0,0,2395.952333333333,2395.952333333333,2395.952333333333,7187.857,2211.609,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-11,1099.0,1,11,1,2022,0,0,986.6666666666666,986.6666666666666,986.6666666666666,2960.0,1144.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-11,932.0,1,11,1,2022,0,0,909.6666666666666,909.6666666666666,909.6666666666666,2729.0,903.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-11,3373.658,1,11,1,2022,0,0,3160.030666666667,3160.030666666667,3160.030666666667,9480.092,3086.55,0.0,0.0,High,Large
XYZ,Household,2022-01-11,1153.0,1,11,1,2022,0,0,1020.3333333333334,1020.3333333333334,1020.3333333333334,3061.0,1056.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-12,927.0,2,12,1,2022,0,0,1119.5,1119.5,1119.5,4478.0,1350.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-12,2196.186,2,12,1,2022,0,0,2346.01075,2346.01075,2346.01075,9384.043,2862.708,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-12,948.0,2,12,1,2022,0,0,977.0,977.0,977.0,3908.0,1099.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-12,837.0,2,12,1,2022,0,0,891.5,891.5,891.5,3566.0,932.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-12,2899.544,2,12,1,2022,0,0,3094.909,3094.909,3094.909,12379.636,3373.658,0.0,0.0,High,Large
XYZ,Household,2022-01-12,940.0,2,12,1,2022,0,0,1000.25,1000.25,1000.25,4001.0,1153.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-13,1397.0,3,13,1,2022,0,0,1175.0,1175.0,1175.0,5875.0,927.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-13,2704.301,3,13,1,2022,0,0,2417.6688000000004,2417.6688000000004,2417.6688000000004,12088.344000000001,2196.186,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-13,1145.0,3,13,1,2022,0,0,1010.6,1010.6,1010.6,5053.0,948.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-13,847.0,3,13,1,2022,0,0,882.6,882.6,882.6,4413.0,837.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-13,3054.627,3,13,1,2022,0,0,3086.8525999999997,3086.8525999999997,3086.8525999999997,15434.262999999999,2899.544,0.0,0.0,High,Large
XYZ,Household,2022-01-13,957.0,3,13,1,2022,0,0,991.6,991.6,991.6,4958.0,940.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-14,866.0,4,14,1,2022,0,0,1123.5,1123.5,1123.5,6741.0,1397.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-14,2186.497,4,14,1,2022,0,0,2379.1401666666666,2379.1401666666666,2379.1401666666666,14274.841,2704.301,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-14,798.0,4,14,1,2022,0,0,975.1666666666666,975.1666666666666,975.1666666666666,5851.0,1145.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-14,1077.0,4,14,1,2022,0,0,915.0,915.0,915.0,5490.0,847.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-14,2858.478,4,14,1,2022,0,0,3048.790166666667,3048.790166666667,3048.790166666667,18292.741,3054.627,0.0,0.0,High,Large
XYZ,Household,2022-01-14,983.0,4,14,1,2022,0,0,990.1666666666666,990.1666666666666,990.1666666666666,5941.0,957.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-15,1028.0,5,15,1,2022,1,0,1109.857142857143,1109.857142857143,1109.857142857143,7769.0,866.0,0.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-15,2102.406,5,15,1,2022,1,0,2339.606714285714,2339.606714285714,2339.606714285714,16377.247,2186.497,0.0,0.0,Moderate,Medium
ABC,Household,2022-01-15,798.0,5,15,1,2022,1,0,949.8571428571429,949.8571428571429,949.8571428571429,6649.0,798.0,0.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-15,980.0,5,15,1,2022,1,0,924.2857142857143,924.2857142857143,924.2857142857143,6470.0,1077.0,0.0,0.0,High,Large
XYZ,Grocery,2022-01-15,3225.084,5,15,1,2022,1,0,3073.975,3073.975,3073.975,21517.825,2858.478,0.0,0.0,High,Large
XYZ,Household,2022-01-15,1114.0,5,15,1,2022,1,0,1007.8571428571429,1007.8571428571429,1007.8571428571429,7055.0,983.0,0.0,0.0,High,Large
ABC,Beverages,2022-01-16,808.0,6,16,1,2022,1,0,1063.142857142857,1072.125,1072.125,8577.0,1028.0,1135.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-16,1777.437,6,16,1,2022,1,0,2291.5919999999996,2269.3355,2269.3355,18154.684,2102.406,2113.54,0.0,Moderate,Medium
ABC,Household,2022-01-16,724.0,6,16,1,2022,1,0,950.8571428571429,921.625,921.625,7373.0,798.0,717.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-16,837.0,6,16,1,2022,1,0,916.1428571428571,913.375,913.375,7307.0,980.0,894.0,0.0,High,Large
XYZ,Grocery,2022-01-16,3105.163,6,16,1,2022,1,0,3086.157714285714,3077.8735,3077.8735,24622.988,3225.084,3019.884,0.0,High,Large
XYZ,Household,2022-01-16,1177.0,6,16,1,2022,1,0,1054.2857142857142,1029.0,1029.0,8232.0,1114.0,852.0,0.0,High,Large
ABC,Beverages,2022-01-17,1540.0,0,17,1,2022,0,0,1130.857142857143,1124.111111111111,1124.111111111111,10117.0,808.0,1066.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-17,1886.07,0,17,1,2022,0,0,2245.0864285714283,2226.7504444444444,2226.7504444444444,20040.754,1777.437,2211.609,0.0,Moderate,Medium
ABC,Household,2022-01-17,747.0,0,17,1,2022,0,0,894.1428571428571,902.2222222222222,902.2222222222222,8120.0,724.0,1144.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-17,1295.0,0,17,1,2022,0,0,972.1428571428571,955.7777777777778,955.7777777777778,8602.0,837.0,903.0,0.0,High,Large
XYZ,Grocery,2022-01-17,3476.211,0,17,1,2022,0,0,3141.8235714285715,3122.1332222222222,3122.1332222222222,28099.199,3105.163,3086.55,0.0,High,Large
XYZ,Household,2022-01-17,1361.0,0,17,1,2022,0,0,1097.857142857143,1065.888888888889,1065.888888888889,9593.0,1177.0,1056.0,0.0,High,Large
ABC,Beverages,2022-01-18,1459.0,1,18,1,2022,0,0,1146.4285714285713,1157.6,1157.6,11576.0,1540.0,1350.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-18,2573.993,1,18,1,2022,0,0,2203.8414285714284,2261.4746999999998,2261.4746999999998,22614.747,1886.07,2862.708,0.0,Moderate,Medium
ABC,Household,2022-01-18,1110.0,1,18,1,2022,0,0,895.7142857142857,923.0,923.0,9230.0,747.0,1099.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-18,854.0,1,18,1,2022,0,0,961.0,945.6,945.6,9456.0,1295.0,932.0,0.0,High,Large
XYZ,Grocery,2022-01-18,2794.622,1,18,1,2022,0,0,3059.104142857143,3089.3821,3089.3821,30893.821,3476.211,3373.658,0.0,High,Large
XYZ,Household,2022-01-18,1044.0,1,18,1,2022,0,0,1082.2857142857142,1063.7,1063.7,10637.0,1361.0,1153.0,0.0,High,Large
ABC,Beverages,2022-01-19,1231.0,2,19,1,2022,0,0,1189.857142857143,1164.2727272727273,1164.2727272727273,12807.0,1459.0,927.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-19,1881.58,2,19,1,2022,0,0,2158.8977142857143,2226.938818181818,2226.938818181818,24496.326999999997,2573.993,2196.186,0.0,Moderate,Medium
ABC,Household,2022-01-19,812.0,2,19,1,2022,0,0,876.2857142857143,912.9090909090909,912.9090909090909,10042.0,1110.0,948.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-19,1026.0,2,19,1,2022,0,0,988.0,952.9090909090909,952.9090909090909,10482.0,854.0,837.0,0.0,High,Large
XYZ,Grocery,2022-01-19,2399.322,2,19,1,2022,0,0,2987.6438571428575,3026.6493636363634,3026.6493636363634,33293.143,2794.622,2899.544,0.0,High,Large
XYZ,Household,2022-01-19,882.0,2,19,1,2022,0,0,1074.0,1047.1818181818182,1047.1818181818182,11519.0,1044.0,940.0,0.0,High,Large
ABC,Beverages,2022-01-02,882.0,6,2,1,2022,1,0,1116.2857142857142,1140.75,1140.75,13689.0,1231.0,1397.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-02,2247.004,6,2,1,2022,1,0,2093.5695714285716,2228.6109166666665,2228.6109166666665,26743.331,1881.58,2704.301,0.0,Moderate,Medium
ABC,Household,2022-01-02,1073.0,6,2,1,2022,1,0,866.0,926.25,926.25,11115.0,812.0,1145.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-02,1044.0,6,2,1,2022,1,0,1016.1428571428571,960.5,960.5,11526.0,1026.0,847.0,0.0,High,Large
XYZ,Grocery,2022-01-02,3679.187,6,2,1,2022,1,0,3076.8667142857144,3081.0275,3081.0275,36972.33,2399.322,3054.627,0.0,High,Large
XYZ,Household,2022-01-02,1311.0,6,2,1,2022,1,0,1124.5714285714287,1069.1666666666667,1069.1666666666667,12830.0,882.0,957.0,0.0,High,Large
ABC,Beverages,2022-01-20,1027.0,3,20,1,2022,0,0,1139.2857142857142,1132.0,1132.0,14716.0,882.0,866.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-20,2072.778,3,20,1,2022,0,0,2077.3239999999996,2216.623769230769,2216.623769230769,28816.109,2247.004,2186.497,0.0,Moderate,Medium
ABC,Household,2022-01-20,994.0,3,20,1,2022,0,0,894.0,931.4615384615385,931.4615384615385,12109.0,1073.0,798.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-20,903.0,3,20,1,2022,0,0,991.2857142857143,956.0769230769231,956.0769230769231,12429.0,1044.0,1077.0,0.0,High,Large
XYZ,Grocery,2022-01-20,2685.039,3,20,1,2022,0,0,3052.0897142857143,3050.566846153846,3050.566846153846,39657.369,3679.187,2858.478,0.0,High,Large
XYZ,Household,2022-01-20,967.0,3,20,1,2022,0,0,1122.2857142857142,1061.3076923076924,1061.3076923076924,13797.0,1311.0,983.0,0.0,High,Large
ABC,Beverages,2022-01-21,1153.0,4,21,1,2022,0,0,1157.142857142857,1133.5,1133.5,15869.0,1027.0,1028.0,0.0,Moderate,Medium
ABC,Grocery,2022-01-21,2355.411,4,21,1,2022,0,0,2113.4675714285713,2226.537142857143,2226.537142857143,31171.52,2072.778,2102.406,0.0,Moderate,Medium
ABC,Household,2022-01-21,955.0,4,21,1,2022,0,0,916.4285714285714,933.1428571428571,933.1428571428571,13064.0,994.0,798.0,0.0,Moderate,Medium
XYZ,Beverages,2022-01-21,987.0,4,21,1,2022,0,0,992.2857142857143,958.2857142857143,958.2857142857143,13416.0,903.0,980.0,0.0,High,Large
XYZ,Grocery,2022-01-21,2751.863,4,21,1,2022,0,0,2984.4867142857142,3029.230857142857,3029.230857142857,42409.231999999996,2685.039,3225.084,0.0,High,Large
XYZ,Household,2022-01-21,820.0,4,21,1,2022,0,0,1080.2857142857142,1044.0714285714287,1044.0714285714287,14617.0,967.0,1114.0,0.0,High,Large
ABC,Beverages,2022-01-22,1252.0,5,22,1,2022,1,0,1220.5714285714287,1141.857142857143,1141.4,17121.0,1153.0,808.0,1135.0,Moderate,Medium
ABC,Grocery,2022-01-22,2264.434,5,22,1,2022,1,0,2183.0385714285717,2237.3152857142854,2229.0636,33435.954,2355.411,1777.437,2113.54,Moderate,Medium
ABC,Household,2022-01-22,1188.0,5,22,1,2022,1,0,982.7142857142857,966.7857142857143,950.1333333333333,14252.0,955.0,724.0,717.0,Moderate,Medium
XYZ,Beverages,2022-01-22,920.0,5,22,1,2022,1,0,1004.1428571428571,960.1428571428571,955.7333333333333,14336.0,987.0,837.0,894.0,High,Large
XYZ,Grocery,2022-01-22,3360.031,5,22,1,2022,1,0,3020.8964285714283,3053.5270714285716,3051.2842,45769.263,2751.863,3105.163,3019.884,High,Large
XYZ,Household,2022-01-22,1124.0,5,22,1,2022,1,0,1072.7142857142858,1063.5,1049.4,15741.0,820.0,1177.0,852.0,High,Large
ABC,Beverages,2022-01-23,861.0,6,23,1,2022,1,0,1123.5714285714287,1127.2142857142858,1123.875,17982.0,1252.0,1540.0,1066.0,Moderate,Medium
ABC,Grocery,2022-01-23,2147.11,6,23,1,2022,1,0,2220.3300000000004,2232.708214285714,2223.9415,35583.064,2264.434,1886.07,2211.609,Moderate,Medium
ABC,Household,2022-01-23,874.0,6,23,1,2022,1,0,1000.8571428571429,947.5,945.375,15126.0,1188.0,747.0,1144.0,Moderate,Medium
XYZ,Beverages,2022-01-23,1273.0,6,23,1,2022,1,0,1001.0,986.5714285714286,975.5625,15609.0,920.0,1295.0,903.0,High,Large
XYZ,Grocery,2022-01-23,4177.327,6,23,1,2022,1,0,3121.055857142857,3131.4397142857147,3121.661875,49946.59,3360.031,3476.211,3086.55,High,Large
XYZ,Household,2022-01-23,1363.0,6,23,1,2022,1,0,1073.0,1085.4285714285713,1069.0,17104.0,1124.0,1361.0,1056.0,High,Large
ABC,Beverages,2022-01-24,985.0,0,24,1,2022,0,0,1055.857142857143,1101.142857142857,1115.7058823529412,18967.0,861.0,1459.0,1350.0,Moderate,Medium
ABC,Grocery,2022-01-24,2304.78,0,24,1,2022,0,0,2181.871,2192.8562142857145,2228.696705882353,37887.844,2147.11,2573.993,2862.708,Moderate,Medium
ABC,Household,2022-01-24,933.0,0,24,1,2022,0,0,975.5714285714286,935.6428571428571,944.6470588235294,16059.0,874.0,1110.0,1099.0,Moderate,Medium
XYZ,Beverages,2022-01-24,765.0,0,24,1,2022,0,0,988.2857142857143,974.6428571428571,963.1764705882352,16374.0,1273.0,854.0,932.0,High,Large
XYZ,Grocery,2022-01-24,2560.307,0,24,1,2022,0,0,3087.5822857142857,3073.343214285714,3088.6409999999996,52506.897,4177.327,2794.622,3373.658,High,Large
XYZ,Household,2022-01-24,946.0,0,24,1,2022,0,0,1059.0,1070.642857142857,1061.764705882353,18050.0,1363.0,1044.0,1153.0,High,Large
ABC,Beverages,2022-01-25,865.0,1,25,1,2022,0,0,1003.5714285714286,1096.7142857142858,1101.7777777777778,19832.0,985.0,1231.0,927.0,Moderate,Medium
ABC,Grocery,2022-01-25,2728.121,1,25,1,2022,0,0,2302.805428571429,2230.8515714285713,2256.4424999999997,40615.965,2304.78,1881.58,2196.186,Moderate,Medium
ABC,Household,2022-01-25,1128.0,1,25,1,2022,0,0,1020.7142857142857,948.5,954.8333333333334,17187.0,933.0,812.0,948.0,Moderate,Medium
XYZ,Beverages,2022-01-25,886.0,1,25,1,2022,0,0,968.2857142857143,978.1428571428571,958.8888888888889,17260.0,765.0,1026.0,837.0,High,Large
XYZ,Grocery,2022-01-25,3659.504,1,25,1,2022,0,0,3267.608285714286,3127.6260714285713,3120.355611111111,56166.401,2560.307,2399.322,2899.544,High,Large
XYZ,Household,2022-01-25,1186.0,1,25,1,2022,0,0,1102.4285714285713,1088.2142857142858,1068.6666666666667,19236.0,946.0,882.0,940.0,High,Large
ABC,Beverages,2022-01-26,1086.0,2,26,1,2022,0,0,1032.7142857142858,1074.5,1100.9473684210527,20918.0,865.0,882.0,1397.0,Moderate,Medium
ABC,Grocery,2022-01-26,2611.746,2,26,1,2022,0,0,2354.9114285714286,2224.2405,2275.1426842105266,43227.711,2728.121,2247.004,2704.301,Moderate,Medium
ABC,Household,2022-01-26,1155.0,2,26,1,2022,0,0,1032.4285714285713,949.2142857142857,965.3684210526316,18342.0,1128.0,1073.0,1145.0,Moderate,Medium
XYZ,Beverages,2022-01-26,1123.0,2,26,1,2022,0,0,979.5714285714286,997.8571428571429,967.5263157894736,18383.0,886.0,1044.0,847.0,High,Large
XYZ,Grocery,2022-01-26,2910.409,2,26,1,2022,0,0,3157.7828571428577,3117.3247857142856,3109.305789473684,59076.81,3659.504,3679.187,3054.627,High,Large
XYZ,Household,2022-01-26,1103.0,2,26,1,2022,0,0,1072.7142857142858,1098.642857142857,1070.4736842105262,20339.0,1186.0,1311.0,957.0,High,Large
ABC,Beverages,2022-01-27,1246.0,3,27,1,2022,0,0,1064.0,1101.642857142857,1108.2,22164.0,1086.0,1027.0,866.0,Moderate,Medium
ABC,Grocery,2022-01-27,2596.145,3,27,1,2022,0,0,2429.6781428571435,2253.5010714285713,2291.1928,45823.856,2611.746,2072.778,2186.497,Moderate,Medium
ABC,Household,2022-01-27,991.0,3,27,1,2022,0,0,1032.0,963.0,966.65,19333.0,1155.0,994.0,798.0,Moderate,Medium
XYZ,Beverages,2022-01-27,1169.0,3,27,1,2022,0,0,1017.5714285714286,1004.4285714285714,977.6,19552.0,1123.0,903.0,1077.0,High,Large
XYZ,Grocery,2022-01-27,3005.134,3,27,1,2022,0,0,3203.5107142857146,3127.8002142857144,3104.0972,62081.944,2910.409,2685.039,2858.478,High,Large
XYZ,Household,2022-01-27,1090.0,3,27,1,2022,0,0,1090.2857142857142,1106.2857142857142,1071.45,21429.0,1103.0,967.0,983.0,High,Large
ABC,Beverages,2022-01-28,1304.0,4,28,1,2022,0,0,1085.5714285714287,1121.357142857143,1117.5238095238096,23468.0,1246.0,1153.0,1028.0,Moderate,Medium
ABC,Grocery,2022-01-28,2355.758,4,28,1,2022,0,0,2429.7277142857142,2271.5976428571425,2294.267333333333,48179.614,2596.145,2355.411,2102.406,Moderate,Medium
ABC,Household,2022-01-28,1061.0,4,28,1,2022,0,0,1047.142857142857,981.7857142857143,971.1428571428571,20394.0,991.0,955.0,798.0,Moderate,Medium
XYZ,Beverages,2022-01-28,1326.0,4,28,1,2022,0,0,1066.0,1029.142857142857,994.1904761904761,20878.0,1169.0,987.0,980.0,High,Large
XYZ,Grocery,2022-01-28,3149.792,4,28,1,2022,0,0,3260.3577142857143,3122.4222142857143,3106.273142857143,65231.736,3005.134,2751.863,3225.084,High,Large
XYZ,Household,2022-01-28,1051.0,4,28,1,2022,0,0,1123.2857142857142,1101.7857142857142,1070.4761904761904,22480.0,1090.0,820.0,1114.0,High,Large
ABC,Beverages,2022-01-29,957.0,5,29,1,2022,1,0,1043.4285714285713,1132.0,1110.2272727272727,24425.0,1304.0,1252.0,808.0,Moderate,Medium
ABC,Grocery,2022-01-29,2587.436,5,29,1,2022,1,0,2475.8708571428574,2329.454714285714,2307.593181818182,50767.05,2355.758,2264.434,1777.437,Moderate,Medium
ABC,Household,2022-01-29,1235.0,5,29,1,2022,1,0,1053.857142857143,1018.2857142857143,983.1363636363636,21629.0,1061.0,1188.0,724.0,Moderate,Medium
XYZ,Beverages,2022-01-29,1237.0,5,29,1,2022,1,0,1111.2857142857142,1057.7142857142858,1005.2272727272727,22115.0,1326.0,920.0,837.0,High,Large
XYZ,Grocery,2022-01-29,3497.702,5,29,1,2022,1,0,3280.0250000000005,3150.4607142857144,3124.0653636363636,68729.438,3149.792,3360.031,3105.163,High,Large
XYZ,Household,2022-01-29,1199.0,5,29,1,2022,1,0,1134.0,1103.357142857143,1076.3181818181818,23679.0,1051.0,1124.0,1177.0,High,Large
ABC,Beverages,2022-01-03,951.0,0,3,1,2022,0,1,1056.2857142857142,1089.9285714285713,1103.304347826087,25376.0,957.0,861.0,1540.0,Moderate,Medium
ABC,Grocery,2022-01-03,2185.392,0,3,1,2022,0,1,2481.3397142857143,2350.8348571428573,2302.2800869565217,52952.442,2587.436,2147.11,1886.07,Moderate,Medium
ABC,Household,2022-01-03,1002.0,0,3,1,2022,0,1,1072.142857142857,1036.5,983.9565217391304,22631.0,1235.0,874.0,747.0,Moderate,Medium
XYZ,Beverages,2022-01-03,645.0,0,3,1,2022,0,1,1021.5714285714286,1011.2857142857143,989.5652173913044,22760.0,1237.0,1273.0,1295.0,High,Large
XYZ,Grocery,2022-01-03,2396.285,0,3,1,2022,0,1,3025.5904285714287,3073.3231428571426,3092.422739130435,71125.723,3497.702,4177.327,3476.211,High,Large
XYZ,Household,2022-01-03,844.0,0,3,1,2022,0,1,1059.857142857143,1066.4285714285713,1066.2173913043478,24523.0,1199.0,1363.0,1361.0,High,Large
ABC,Beverages,2022-01-30,919.0,6,30,1,2022,1,0,1046.857142857143,1051.357142857143,1095.625,26295.0,951.0,985.0,1459.0,Moderate,Medium
ABC,Grocery,2022-01-30,2865.215,6,30,1,2022,1,0,2561.4018571428574,2371.636428571429,2325.735708333333,55817.657,2185.392,2304.78,2573.993,Moderate,Medium
ABC,Household,2022-01-30,1168.0,6,30,1,2022,1,0,1105.7142857142858,1040.642857142857,991.625,23799.0,1002.0,933.0,1110.0,Moderate,Medium
XYZ,Beverages,2022-01-30,1043.0,6,30,1,2022,1,0,1061.2857142857142,1024.7857142857142,991.7916666666666,23803.0,645.0,765.0,854.0,High,Large
XYZ,Grocery,2022-01-30,4030.207,6,30,1,2022,1,0,3235.5761428571427,3161.5792142857144,3131.497083333333,75155.93,2396.285,2560.307,2794.622,High,Large
XYZ,Household,2022-01-30,1297.0,6,30,1,2022,1,0,1110.0,1084.5,1075.8333333333333,25820.0,844.0,946.0,1044.0,High,Large
